gene	transcript	obs_mis	exp_mis	oe_mis	mu_mis	possible_mis	obs_mis_pphen	exp_mis_pphen	oe_mis_pphen	possible_mis_pphen	obs_syn	exp_syn	oe_syn	mu_syn	possible_syn	obs_lof	mu_lof	possible_lof	exp_lof	pLI	pNull	pRec	oe_lof	oe_syn_lower	oe_syn_upper	oe_mis_lower	oe_mis_upper	oe_lof_lower	oe_lof_upper	constraint_flag	syn_z	mis_z	lof_z	oe_lof_upper_rank	oe_lof_upper_bin	oe_lof_upper_bin_6	n_sites	classic_caf	max_af	no_lofs	obs_het_lof	obs_hom_lof	defined	p	exp_hom_lof	classic_caf_afr	classic_caf_amr	classic_caf_asj	classic_caf_eas	classic_caf_fin	classic_caf_nfe	classic_caf_oth	classic_caf_sas	p_afr	p_amr	p_asj	p_eas	p_fin	p_nfe	p_oth	p_sas	transcript_type	gene_id	transcript_level	cds_length	num_coding_exons	gene_type	gene_length	exac_pLI	exac_obs_lof	exac_exp_lof	exac_oe_lof	brain_expression	chromosome	start_position	end_position
BVES	ENST00000314641	168	1.9622e+02	8.5616e-01	9.8154e-06	2370	48	6.5845e+01	7.2899e-01	834	70	6.9257e+01	1.0107e+00	3.5920e-06	665	11	1.2237e-06	221	1.9263e+01	9.3430e-06	6.3129e-02	9.3686e-01	5.7104e-01	8.3300e-01	1.2330e+00	7.5400e-01	9.7300e-01	3.5800e-01	9.4500e-01		-7.0210e-02	7.1600e-01	1.7446e+00	10012	5	3	25	1.6097e-04	1.5907e-05	125708	40	0	125748	1.5906e-04	3.1815e-03	4.3086e-04	2.3244e-04	0.0000e+00	1.6353e-04	4.6198e-05	1.5974e-04	1.6319e-04	7.4987e-05	4.3070e-04	2.3129e-04	0.0000e+00	1.6311e-04	4.6195e-05	1.5823e-04	1.6288e-04	6.5327e-05	protein_coding	ENSG00000112276	2	1080	7	protein_coding	40353	3.0854e-04	8	1.5091e+01	5.3010e-01	NA	6	105544697	105585049
COL10A1	ENST00000327673	436	3.7352e+02	1.1673e+00	1.7986e-05	4223	39	3.9101e+01	9.9742e-01	536	142	1.3916e+02	1.0204e+00	7.2238e-06	1639	10	1.0313e-06	229	1.7948e+01	2.9839e-05	5.9454e-02	9.4052e-01	5.5717e-01	8.8900e-01	1.1730e+00	1.0780e+00	1.2640e+00	3.4300e-01	9.4500e-01		-1.8934e-01	-1.1489e+00	1.7385e+00	10020	5	3	38	9.2307e-04	5.6443e-04	125518	230	0	125748	9.1495e-04	1.0527e-01	1.2357e-04	5.0060e-04	1.1608e-02	4.8963e-04	9.2618e-05	5.5156e-04	9.8425e-04	5.2261e-04	1.2304e-04	4.9156e-04	1.1575e-02	4.8941e-04	9.2392e-05	5.4511e-04	9.7768e-04	5.2274e-04	protein_coding	ENSG00000123500	2	2040	2	protein_coding	39825	6.3584e-05	8	1.1602e+01	6.8955e-01	NA	6	116440086	116479910
WDR46	ENST00000374617	320	3.6635e+02	8.7348e-01	2.1497e-05	3923	97	1.3529e+02	7.1698e-01	1522	116	1.3750e+02	8.4362e-01	7.2743e-06	1255	25	2.2767e-06	363	3.6876e+01	5.4327e-13	2.0181e-01	7.9819e-01	6.7795e-01	7.2500e-01	9.8400e-01	7.9600e-01	9.5800e-01	4.9300e-01	9.4700e-01		1.4414e+00	8.6055e-01	1.8122e+00	10037	5	3	39	3.2185e-04	6.6121e-05	125669	79	0	125748	3.1417e-04	1.2412e-02	3.6915e-04	2.9006e-04	0.0000e+00	1.6312e-04	9.2421e-05	4.5921e-04	0.0000e+00	2.6142e-04	3.6916e-04	2.8913e-04	0.0000e+00	1.6311e-04	9.2392e-05	4.3958e-04	0.0000e+00	2.6134e-04	protein_coding	ENSG00000227057	2	1830	15	protein_coding	10420	8.4203e-06	14	3.1762e+01	4.4078e-01	NA	6	33246885	33257304
C6orf1	ENST00000476320	101	8.8625e+01	1.1396e+00	4.3882e-06	995	24	2.2017e+01	1.0901e+00	219	46	3.7157e+01	1.2380e+00	1.9608e-06	351	0	1.3264e-07	35	3.1184e+00	6.2416e-01	2.8563e-02	3.4728e-01	0.0000e+00	9.7600e-01	1.5820e+00	9.6900e-01	1.3450e+00	0.0000e+00	9.4800e-01		-1.1404e+00	-4.6712e-01	1.6364e+00	10052	5	3	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000186577	2	477	3	protein_coding	3091	2.9872e-01	1	3.7142e+00	2.6923e-01	NA	6	34214157	34217247
NKAPL	ENST00000343684	196	2.3988e+02	8.1707e-01	1.4396e-05	2638	39	5.2134e+01	7.4807e-01	596	74	9.1319e+01	8.1035e-01	5.6283e-06	753	9	1.1605e-06	188	1.6553e+01	9.2219e-05	5.8304e-02	9.4160e-01	5.4372e-01	6.7100e-01	9.8300e-01	7.2600e-01	9.2000e-01	3.2700e-01	9.4900e-01		1.4247e+00	1.0068e+00	1.7202e+00	10069	5	3	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000189134	2	1206	1	protein_coding	1639	1.6562e-04	8	1.3608e+01	5.8789e-01	NA	6	28227098	28228736
AHI1	ENST00000367800	598	5.9563e+02	1.0040e+00	2.9907e-05	7867	135	1.6312e+02	8.2762e-01	2072	206	1.9735e+02	1.0438e+00	9.5344e-06	2114	48	3.5861e-06	827	6.4287e+01	1.0773e-25	8.3422e-01	1.6578e-01	7.4665e-01	9.3100e-01	1.1720e+00	9.3800e-01	1.0740e+00	5.9100e-01	9.5000e-01		-4.8406e-01	-3.4571e-02	1.8823e+00	10091	5	3	58	7.7007e-04	1.3626e-04	124467	186	0	124653	7.4635e-04	6.9436e-02	7.9654e-04	9.4416e-04	0.0000e+00	8.5266e-04	6.6178e-04	8.2992e-04	1.8794e-03	4.0103e-04	7.7519e-04	9.2721e-04	0.0000e+00	8.3479e-04	6.4992e-04	7.9647e-04	1.8180e-03	3.9221e-04	protein_coding	ENSG00000135541	2	3588	25	protein_coding	214245	3.2566e-14	28	4.2074e+01	6.6550e-01	NA	6	135604670	135818914
GNMT	ENST00000372808	159	1.7205e+02	9.2412e-01	1.0085e-05	1904	51	5.8938e+01	8.6531e-01	658	60	7.5199e+01	7.9788e-01	4.8470e-06	590	6	5.3838e-07	148	1.2456e+01	2.8153e-03	5.2388e-02	9.4480e-01	4.8169e-01	6.4700e-01	9.8900e-01	8.1100e-01	1.0540e+00	2.6300e-01	9.5100e-01		1.3778e+00	3.5367e-01	1.6951e+00	10096	5	3	10	4.8713e-05	8.8590e-06	125736	12	0	125748	4.7716e-05	2.8630e-04	6.1516e-05	2.8927e-05	0.0000e+00	1.0873e-04	0.0000e+00	5.4944e-05	0.0000e+00	6.5332e-05	6.1518e-05	2.8909e-05	0.0000e+00	1.0874e-04	0.0000e+00	5.2739e-05	0.0000e+00	6.5327e-05	protein_coding	ENSG00000124713	2	885	6	protein_coding	3123	6.6793e-01	1	7.5915e+00	1.3173e-01	NA	6	42928496	42931618
PSMB9	ENST00000374859	103	1.3337e+02	7.7231e-01	7.6170e-06	1381	39	5.7626e+01	6.7678e-01	631	35	5.2393e+01	6.6802e-01	3.2308e-06	465	6	8.2981e-07	120	1.2398e+01	2.7499e-03	5.3972e-02	9.4328e-01	4.8396e-01	5.0900e-01	8.8600e-01	6.5700e-01	9.1000e-01	2.6400e-01	9.5500e-01		1.8889e+00	9.3441e-01	1.6838e+00	10143	5	3	12	1.1771e-04	2.4339e-05	123314	29	0	123343	1.1757e-04	1.7048e-03	0.0000e+00	1.7402e-04	0.0000e+00	5.4729e-05	0.0000e+00	1.5382e-04	0.0000e+00	1.6460e-04	0.0000e+00	1.7402e-04	0.0000e+00	5.4712e-05	0.0000e+00	1.5352e-04	0.0000e+00	1.6461e-04	protein_coding	ENSG00000240065	2	657	6	protein_coding	15450	2.2565e-01	3	1.1231e+01	2.6713e-01	NA	6	32811913	32827362
ZUFSP	ENST00000368576	286	2.8989e+02	9.8658e-01	1.3482e-05	3817	84	9.8190e+01	8.5548e-01	1290	102	9.8843e+01	1.0319e+00	4.7938e-06	1024	18	1.3172e-06	383	2.7878e+01	2.1193e-09	1.2635e-01	8.7365e-01	6.4566e-01	8.7800e-01	1.2170e+00	8.9500e-01	1.0880e+00	4.4500e-01	9.5700e-01		-2.4964e-01	8.1200e-02	1.7337e+00	10169	5	3	35	2.6334e-04	5.1823e-05	125678	65	0	125743	2.5850e-04	8.4022e-03	6.8431e-04	2.0862e-04	0.0000e+00	1.6550e-04	3.2420e-04	2.8459e-04	0.0000e+00	1.6813e-04	6.7690e-04	2.0238e-04	0.0000e+00	1.6311e-04	3.2341e-04	2.8133e-04	0.0000e+00	1.6333e-04	protein_coding	ENSG00000153975	2	1734	9	protein_coding	33177	2.2800e-06	12	1.9727e+01	6.0832e-01	NA	6	116956781	116989957
RNASET2	ENST00000508775	133	1.4113e+02	9.4237e-01	7.4758e-06	1670	36	4.5915e+01	7.8405e-01	596	62	5.7704e+01	1.0744e+00	3.6053e-06	463	8	6.4080e-07	168	1.5014e+01	2.6891e-04	6.1448e-02	9.3828e-01	5.3283e-01	8.7500e-01	1.3270e+00	8.1800e-01	1.0880e+00	3.1200e-01	9.6100e-01		-4.4455e-01	2.4327e-01	1.6774e+00	10207	5	3	8	7.3677e-05	2.3866e-05	125730	18	0	125748	7.1574e-05	6.4419e-04	0.0000e+00	2.8952e-05	0.0000e+00	0.0000e+00	4.6194e-05	1.3882e-04	0.0000e+00	3.2665e-05	0.0000e+00	2.8909e-05	0.0000e+00	0.0000e+00	4.6195e-05	1.3185e-04	0.0000e+00	3.2663e-05	protein_coding	ENSG00000026297	2	768	9	protein_coding	27688	9.4804e-03	5	1.1028e+01	4.5340e-01	NA	6	167342992	167370679
LACE1	ENST00000368977	228	2.6487e+02	8.6080e-01	1.3992e-05	3145	66	7.7440e+01	8.5228e-01	898	117	9.9874e+01	1.1715e+00	5.6533e-06	899	17	1.3631e-06	332	2.6442e+01	6.4428e-09	1.2647e-01	8.7353e-01	6.4291e-01	1.0070e+00	1.3660e+00	7.7200e-01	9.6100e-01	4.3900e-01	9.6400e-01		-1.3471e+00	8.0504e-01	1.7016e+00	10234	5	3	30	7.1784e-04	2.5864e-04	125569	179	0	125748	7.1199e-04	6.3746e-02	5.0534e-03	1.4441e-03	0.0000e+00	3.2911e-04	1.3867e-04	2.2161e-04	8.1556e-04	2.9673e-04	5.0571e-03	1.4175e-03	0.0000e+00	3.2625e-04	1.3859e-04	2.1977e-04	8.1466e-04	2.9401e-04	protein_coding	ENSG00000135537	2	1443	13	protein_coding	231902	2.7930e-06	12	2.0208e+01	5.9382e-01	NA	6	108616098	108847999
FOXQ1	ENST00000296839	97	1.2216e+02	7.9405e-01	5.6902e-06	2393	46	6.4342e+01	7.1493e-01	850	58	5.5883e+01	1.0379e+00	2.7685e-06	904	0	1.2925e-07	54	3.0604e+00	6.1849e-01	2.9839e-02	3.5167e-01	0.0000e+00	8.3900e-01	1.2920e+00	6.7300e-01	9.4000e-01	0.0000e+00	9.6500e-01		-2.2261e-01	8.0891e-01	1.6211e+00	10247	5	3	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000164379	2	1209	1	protein_coding	2318	NA	NA	NA	NA	NA	6	1312675	1314992
HLA-DQA1	ENST00000343139	77	1.2907e+02	5.9659e-01	6.0913e-06	1585	22	3.9709e+01	5.5403e-01	545	35	4.8583e+01	7.2042e-01	2.3257e-06	489	4	3.9960e-07	112	9.4313e+00	2.3947e-02	5.5535e-02	9.2052e-01	4.2412e-01	5.4900e-01	9.5500e-01	4.9500e-01	7.2100e-01	2.0800e-01	9.7000e-01		1.5319e+00	1.6286e+00	1.6388e+00	10318	5	3	4	2.0435e-05	8.2062e-06	123444	5	0	123449	2.0251e-05	5.0629e-05	1.3333e-04	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.7354e-05	0.0000e+00	0.0000e+00	1.3141e-04	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.7063e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000196735	2	765	4	protein_coding	18884	1.6663e-01	2	5.9911e+00	3.3383e-01	NA	6	32595956	32614839
SCML4	ENST00000369020	218	2.4827e+02	8.7808e-01	1.4836e-05	2663	44	5.7918e+01	7.5970e-01	688	104	1.0893e+02	9.5470e-01	7.3014e-06	867	11	1.1287e-06	200	1.8760e+01	7.5932e-06	8.1106e-02	9.1889e-01	5.8635e-01	8.1400e-01	1.1240e+00	7.8500e-01	9.8200e-01	3.6800e-01	9.7100e-01		3.7162e-01	6.8263e-01	1.6603e+00	10329	5	3	10	5.5972e-05	1.1933e-05	125733	14	0	125747	5.5669e-05	3.8969e-04	0.0000e+00	0.0000e+00	9.9443e-05	1.1009e-04	1.3858e-04	6.1651e-05	0.0000e+00	3.2665e-05	0.0000e+00	0.0000e+00	9.9211e-05	1.0874e-04	1.3859e-04	6.1531e-05	0.0000e+00	3.2663e-05	protein_coding	ENSG00000146285	1	1242	7	protein_coding	120214	2.6821e-01	2	7.5000e+00	2.6667e-01	NA	6	108025308	108145521
MRS2	ENST00000378386	207	2.3748e+02	8.7166e-01	1.1864e-05	2863	64	7.7071e+01	8.3040e-01	1010	93	8.8052e+01	1.0562e+00	4.2704e-06	872	16	1.3361e-06	284	2.4998e+01	1.9516e-08	1.2708e-01	8.7292e-01	6.4005e-01	8.9200e-01	1.2550e+00	7.7700e-01	9.7800e-01	4.3200e-01	9.7200e-01		-4.1451e-01	7.0282e-01	1.6677e+00	10336	5	3	34	2.4736e-04	2.4974e-05	125687	61	0	125748	2.4258e-04	7.3995e-03	6.4392e-05	3.4319e-04	0.0000e+00	2.7691e-04	4.6211e-05	3.0138e-04	3.2876e-04	2.4227e-04	6.1518e-05	3.1804e-04	0.0000e+00	2.7186e-04	4.6195e-05	2.9889e-04	3.2579e-04	2.2866e-04	protein_coding	ENSG00000124532	2	1329	11	protein_coding	22658	8.8458e-05	10	2.0454e+01	4.8891e-01	NA	6	24403153	24425810
GPR6	ENST00000275169	190	2.3267e+02	8.1661e-01	1.3944e-05	2248	64	1.0720e+02	5.9701e-01	1106	121	1.1618e+02	1.0415e+00	7.6535e-06	877	3	3.4482e-07	80	7.9449e+00	6.8111e-02	5.4446e-02	8.7744e-01	3.7760e-01	8.9800e-01	1.2110e+00	7.2500e-01	9.2100e-01	1.7100e-01	9.7600e-01		-3.5173e-01	9.9406e-01	1.6257e+00	10389	5	3	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000146360	2	1086	1	protein_coding	2408	7.4604e-01	0	4.2660e+00	0.0000e+00	NA	6	110299514	110301921
KIAA1009	ENST00000403245	646	6.2876e+02	1.0274e+00	3.0093e-05	9279	196	1.9250e+02	1.0182e+00	3035	216	2.1671e+02	9.9673e-01	1.0567e-05	2358	50	2.8385e-06	986	6.4789e+01	1.5308e-27	9.4716e-01	5.2836e-02	7.7174e-01	8.9100e-01	1.1160e+00	9.6200e-01	1.0960e+00	6.1400e-01	9.7700e-01		3.7847e-02	-2.4427e-01	1.7026e+00	10393	5	3	66	6.2641e-04	1.0411e-04	125439	151	0	125590	6.0134e-04	4.5415e-02	8.6360e-04	5.3423e-04	0.0000e+00	1.8143e-03	1.3982e-04	5.9014e-04	5.2141e-04	5.9668e-04	8.6170e-04	4.9156e-04	0.0000e+00	1.7959e-03	1.3868e-04	5.6408e-04	4.8952e-04	5.5542e-04	protein_coding	ENSG00000135315	2	4209	26	protein_coding	103394	6.3609e-20	33	3.8718e+01	8.5232e-01	NA	6	84833960	84937353
HLA-DMB	ENST00000418107	89	1.4226e+02	6.2562e-01	7.2955e-06	1682	15	4.4051e+01	3.4052e-01	551	57	5.8790e+01	9.6955e-01	3.1477e-06	536	6	5.9535e-07	133	1.2125e+01	2.4627e-03	6.1980e-02	9.3556e-01	4.9485e-01	7.8300e-01	1.2090e+00	5.2600e-01	7.4600e-01	2.7000e-01	9.7700e-01		1.8356e-01	1.5868e+00	1.6300e+00	10394	5	3	7	4.5228e-05	1.7116e-05	125731	11	0	125742	4.3741e-05	2.4058e-04	6.1531e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	7.3499e-05	0.0000e+00	6.5581e-05	6.1518e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	7.0326e-05	0.0000e+00	6.5327e-05	protein_coding	ENSG00000242574	2	789	6	protein_coding	6442	4.9051e-03	5	9.4317e+00	5.3013e-01	NA	6	32902406	32908847
CAGE1	ENST00000502583	339	3.8813e+02	8.7341e-01	1.7919e-05	5619	137	1.6785e+02	8.1622e-01	2652	150	1.3831e+02	1.0845e+00	6.9007e-06	1396	26	1.6414e-06	555	3.6926e+01	8.7071e-14	3.4700e-01	6.5300e-01	7.0410e-01	9.4900e-01	1.2420e+00	7.9800e-01	9.5600e-01	5.1500e-01	9.7700e-01		-7.8153e-01	8.8624e-01	1.6662e+00	10396	5	3	21	1.6147e-04	4.0224e-05	124596	39	0	124635	1.5647e-04	3.0514e-03	1.9385e-04	2.9004e-05	9.9741e-05	2.2432e-04	0.0000e+00	1.8665e-04	0.0000e+00	3.3010e-04	1.9377e-04	2.8962e-05	9.9389e-05	2.2254e-04	0.0000e+00	1.7698e-04	0.0000e+00	3.2683e-04	protein_coding	ENSG00000164304	2	2517	13	protein_coding	63088	2.6244e-06	11	1.6195e+01	6.7923e-01	NA	6	7326889	7389976
BEND6	ENST00000370746	114	1.3748e+02	8.2920e-01	6.6916e-06	1836	40	4.7918e+01	8.3475e-01	701	46	5.1049e+01	9.0110e-01	2.6802e-06	502	7	7.1759e-07	167	1.3430e+01	7.6917e-04	6.6238e-02	9.3299e-01	5.2122e-01	7.1000e-01	1.1520e+00	7.1100e-01	9.6900e-01	2.9500e-01	9.7900e-01		5.5545e-01	7.1165e-01	1.6259e+00	10420	5	3	12	5.7614e-05	8.0348e-06	124779	14	0	124793	5.6094e-05	3.9267e-04	0.0000e+00	7.3502e-05	0.0000e+00	5.5630e-05	9.2855e-05	4.4194e-05	3.4181e-04	7.1044e-05	0.0000e+00	5.7926e-05	0.0000e+00	5.5625e-05	9.2760e-05	4.4134e-05	3.2987e-04	6.5357e-05	protein_coding	ENSG00000151917	2	837	5	protein_coding	72368	1.3515e-01	3	9.6023e+00	3.1243e-01	NA	6	56819773	56892140
TRAF3IP2	ENST00000368761	235	3.1680e+02	7.4179e-01	1.6749e-05	3671	55	9.6862e+01	5.6782e-01	1178	116	1.2719e+02	9.1204e-01	7.3975e-06	1143	18	1.6069e-06	281	2.7278e+01	1.6150e-09	1.6645e-01	8.3355e-01	6.5988e-01	7.8400e-01	1.0640e+00	6.6600e-01	8.2600e-01	4.5500e-01	9.7900e-01		7.7978e-01	1.6331e+00	1.6461e+00	10425	5	3	22	2.0370e-04	8.4149e-05	125698	50	0	125748	1.9883e-04	4.9712e-03	2.5261e-04	5.8134e-05	0.0000e+00	2.7466e-04	9.2598e-04	1.1540e-04	1.6297e-04	1.7409e-04	2.4609e-04	5.7819e-05	0.0000e+00	2.7186e-04	9.2430e-04	1.1427e-04	1.6288e-04	1.6333e-04	protein_coding	ENSG00000056972	2	1695	8	protein_coding	49825	7.1096e-05	10	1.9884e+01	5.0291e-01	NA	6	111877657	111927481
HLA-DMA	ENST00000374843	116	1.4588e+02	7.9518e-01	8.2651e-06	1703	33	5.3538e+01	6.1638e-01	662	57	6.1858e+01	9.2147e-01	3.9551e-06	529	6	5.1863e-07	126	1.2042e+01	2.3810e-03	6.4625e-02	9.3299e-01	4.9826e-01	7.4400e-01	1.1490e+00	6.8300e-01	9.2800e-01	2.7200e-01	9.8300e-01		4.8550e-01	8.7910e-01	1.6134e+00	10483	5	3	7	2.8479e-05	4.1139e-06	123753	7	0	123760	2.8281e-05	9.8985e-05	6.5479e-05	5.8015e-05	0.0000e+00	5.4729e-05	0.0000e+00	9.2333e-06	0.0000e+00	6.5854e-05	6.4954e-05	5.7906e-05	0.0000e+00	5.4652e-05	0.0000e+00	9.0026e-06	0.0000e+00	6.5576e-05	protein_coding	ENSG00000204257	2	783	5	protein_coding	20482	6.8798e-01	1	7.8320e+00	1.2768e-01	NA	6	32916390	32936871
PNLDC1	ENST00000610273	261	2.9985e+02	8.7043e-01	1.7116e-05	3446	69	9.9001e+01	6.9696e-01	1215	138	1.2188e+02	1.1322e+00	8.0690e-06	955	27	2.1384e-06	388	3.7843e+01	2.1216e-14	4.1238e-01	5.8762e-01	7.1348e-01	9.8500e-01	1.3040e+00	7.8600e-01	9.6400e-01	5.2500e-01	9.8400e-01		-1.1476e+00	7.9729e-01	1.6333e+00	10487	5	3	36	4.1777e-04	9.5431e-05	125647	101	0	125748	4.0168e-04	2.0289e-02	2.4615e-04	6.0722e-04	0.0000e+00	3.8058e-04	4.1575e-04	4.3093e-04	3.2595e-04	4.2464e-04	2.4609e-04	6.0726e-04	0.0000e+00	3.8063e-04	4.1583e-04	3.9561e-04	3.2579e-04	4.2470e-04	protein_coding	ENSG00000146453	3	1560	18	protein_coding	20439	2.5448e-08	17	2.9545e+01	5.7539e-01	NA	6	160221298	160241736
C6orf47	ENST00000375911	142	1.6874e+02	8.4151e-01	9.2875e-06	1829	40	5.7898e+01	6.9088e-01	690	65	7.4792e+01	8.6907e-01	3.9233e-06	685	3	4.6994e-07	81	7.8782e+00	6.6412e-02	5.6415e-02	8.7717e-01	3.8080e-01	7.1100e-01	1.0680e+00	7.3300e-01	9.6700e-01	1.7200e-01	9.8400e-01		8.9006e-01	7.3160e-01	1.6105e+00	10488	5	3	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000204439	2	882	1	protein_coding	2475	1.6985e-01	2	6.0468e+00	3.3075e-01	NA	6	31626075	31628549
DTNBP1	ENST00000344537	197	1.8759e+02	1.0502e+00	1.0163e-05	2299	64	6.3305e+01	1.0110e+00	814	95	7.5642e+01	1.2559e+00	4.5674e-06	639	11	8.7738e-07	226	1.8511e+01	6.8375e-06	9.1663e-02	9.0833e-01	5.9424e-01	1.0630e+00	1.4890e+00	9.3400e-01	1.1820e+00	3.7300e-01	9.8400e-01		-1.7496e+00	-2.4422e-01	1.6177e+00	10495	5	3	30	4.1162e-04	1.3138e-04	125659	88	1	125748	3.5395e-04	1.5753e-02	3.7034e-04	9.5531e-04	0.0000e+00	2.3274e-04	0.0000e+00	1.7620e-04	1.4696e-03	1.0127e-03	3.6916e-04	9.5443e-04	0.0000e+00	2.1749e-04	0.0000e+00	1.7581e-04	1.3038e-03	5.8810e-04	protein_coding	ENSG00000047579	2	1053	10	protein_coding	140258	1.3393e-06	11	1.4964e+01	7.3507e-01	NA	6	15523032	15663289
UBE3D	ENST00000369747	196	2.0753e+02	9.4444e-01	1.0542e-05	2532	48	5.5415e+01	8.6619e-01	686	86	8.0794e+01	1.0644e+00	4.5391e-06	734	13	9.2694e-07	262	2.0886e+01	5.9771e-07	1.1618e-01	8.8382e-01	6.2241e-01	8.9300e-01	1.2730e+00	8.4000e-01	1.0630e+00	4.0400e-01	9.9000e-01		-4.5529e-01	2.8441e-01	1.5991e+00	10558	5	3	23	1.2829e-04	1.1930e-05	125718	30	0	125748	1.1929e-04	1.7895e-03	1.2305e-04	8.6730e-05	0.0000e+00	0.0000e+00	4.6198e-05	1.0596e-04	3.2919e-04	4.0219e-04	1.2304e-04	8.6729e-05	0.0000e+00	0.0000e+00	4.6195e-05	1.0548e-04	3.2579e-04	3.2668e-04	protein_coding	ENSG00000118420	2	1167	10	protein_coding	173444	9.5795e-08	12	1.4114e+01	8.5025e-01	NA	6	83602117	83775560
C6orf163	ENST00000388923	114	1.6139e+02	7.0638e-01	7.7760e-06	2212	38	4.9373e+01	7.6965e-01	719	35	5.2931e+01	6.6124e-01	2.6408e-06	563	7	6.4647e-07	178	1.3271e+01	7.2068e-04	7.1705e-02	9.2757e-01	5.2745e-01	5.0400e-01	8.7700e-01	6.0600e-01	8.2500e-01	2.9900e-01	9.9100e-01		1.9373e+00	1.3255e+00	1.5952e+00	10562	5	3	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000203872	2	987	5	protein_coding	20615	NA	NA	NA	NA	NA	6	88054567	88075181
PM20D2	ENST00000275072	171	2.1102e+02	8.1034e-01	9.9508e-06	2761	38	6.0190e+01	6.3134e-01	729	74	8.4708e+01	8.7359e-01	4.2060e-06	887	9	6.6525e-07	228	1.5825e+01	6.8342e-05	8.3846e-02	9.1609e-01	5.6873e-01	7.2300e-01	1.0600e+00	7.1500e-01	9.2000e-01	3.4200e-01	9.9200e-01		9.1459e-01	9.7906e-01	1.5898e+00	10583	5	3	19	1.3677e-04	2.7843e-05	125712	34	0	125746	1.3520e-04	2.2986e-03	2.4664e-04	2.6345e-04	9.9206e-05	0.0000e+00	4.6326e-05	7.1416e-05	1.6319e-04	3.3111e-04	2.4609e-04	2.6021e-04	9.9211e-05	0.0000e+00	4.6195e-05	7.0322e-05	1.6288e-04	3.2668e-04	protein_coding	ENSG00000146281	2	1308	7	protein_coding	19516	1.1667e-03	6	1.0132e+01	5.9218e-01	NA	6	89855769	89875284
KIAA0319	ENST00000378214	567	5.9880e+02	9.4689e-01	3.1991e-05	6969	171	1.9981e+02	8.5580e-01	2453	214	2.4290e+02	8.8101e-01	1.4291e-05	2152	37	2.4111e-06	570	4.9005e+01	3.3234e-20	7.9446e-01	2.0554e-01	7.5503e-01	7.8700e-01	9.8700e-01	8.8300e-01	1.0150e+00	5.8000e-01	9.9300e-01		1.4578e+00	4.6181e-01	1.5891e+00	10596	5	3	65	4.9061e-04	6.7960e-05	125627	121	0	125748	4.8124e-04	2.9122e-02	4.3421e-04	6.7181e-04	9.9364e-05	6.3931e-04	0.0000e+00	4.9612e-04	3.2803e-04	7.2319e-04	4.3070e-04	6.6511e-04	9.9211e-05	5.9820e-04	0.0000e+00	4.8355e-04	3.2579e-04	7.1884e-04	protein_coding	ENSG00000137261	2	3216	20	protein_coding	102052	7.9579e-12	23	3.4758e+01	6.6172e-01	NA	6	24544332	24646383
